BenefitRankingUIActivityLog,,,,,,
Plan Number,Element Path,Field,Row,Description,Updated By,Updated Date
H2228071000,Benefit Ranking,Benefit Acquisition Ranking,24177,Benefit Acquisition Ranking changed from 0 to 11,cwils58,6/29/2022 22:08
H2228071000,Benefit Ranking,Benefit Acquisition Ranking,24176,Benefit Acquisition Ranking changed from 0 to 4,cwils58,6/29/2022 22:08
H2228071000,Benefit Ranking,Benefit Acquisition Ranking,24174,Benefit Acquisition Ranking changed from 0 to 1,cwils58,6/29/2022 22:08
H2228071000,Benefit Ranking,Benefit Acquisition Ranking,24173,Benefit Acquisition Ranking changed from 0 to 13,cwils58,6/29/2022 22:08
H2228071000,Benefit Ranking,Benefit Acquisition Ranking,19785,Benefit Acquisition Ranking changed from 0 to 5,cwils58,6/29/2022 22:08
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,37700,Benefit Acquisition Ranking changed from 0 to 1,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31911,Benefit Acquisition Ranking changed from 6 to 7,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31910,Benefit Acquisition Ranking changed from 2 to 3,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31909,Benefit Acquisition Ranking changed from 12 to 13,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31908,Benefit Acquisition Ranking changed from 5 to 6,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31907,Benefit Acquisition Ranking changed from 4 to 5,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31902,Benefit Acquisition Ranking changed from 10 to 11,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31900,Benefit Acquisition Ranking changed from 8 to 9,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31899,Benefit Acquisition Ranking changed from 15 to 0,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31898,Benefit Acquisition Ranking changed from 14 to 15,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31897,Benefit Acquisition Ranking changed from 7 to 8,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31896,Benefit Acquisition Ranking changed from 13 to 14,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31895,Benefit Acquisition Ranking changed from 9 to 10,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31894,Benefit Acquisition Ranking changed from 3 to 4,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31893,Benefit Acquisition Ranking changed from 1 to 2,acrayto2,6/29/2022 22:01
H7404024000,Benefit Ranking,Benefit Acquisition Ranking,31892,Benefit Acquisition Ranking changed from 11 to 12,acrayto2,6/29/2022 22:01
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36609,Benefit Acquisition Ranking changed from 0 to 4,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36608,Benefit Acquisition Ranking changed from 0 to 2,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36607,Benefit Acquisition Ranking changed from 0 to 1,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36606,Benefit Acquisition Ranking changed from 0 to 9,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36605,Benefit Acquisition Ranking changed from 0 to 11,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36604,Benefit Acquisition Ranking changed from 0 to 15,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36603,Benefit Acquisition Ranking changed from 0 to 3,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36602,Benefit Acquisition Ranking changed from 0 to 14,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36601,Benefit Acquisition Ranking changed from 0 to 10,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36600,Benefit Acquisition Ranking changed from 0 to 13,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36599,Benefit Acquisition Ranking changed from 0 to 7,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36598,Benefit Acquisition Ranking changed from 0 to 12,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36597,Benefit Acquisition Ranking changed from 0 to 5,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36596,Benefit Acquisition Ranking changed from 0 to 6,cwils58,6/29/2022 21:51
H2406001000,Benefit Ranking,Benefit Acquisition Ranking,36595,Benefit Acquisition Ranking changed from 0 to 8,cwils58,6/29/2022 21:51
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34619,Benefit Acquisition Ranking changed from 0 to 4,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34618,Benefit Acquisition Ranking changed from 0 to 2,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34617,Benefit Acquisition Ranking changed from 0 to 1,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34616,Benefit Acquisition Ranking changed from 0 to 12,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34615,Benefit Acquisition Ranking changed from 0 to 15,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34613,Benefit Acquisition Ranking changed from 0 to 8,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34610,Benefit Acquisition Ranking changed from 0 to 3,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34608,Benefit Acquisition Ranking changed from 0 to 14,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34606,Benefit Acquisition Ranking changed from 0 to 9,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34605,Benefit Acquisition Ranking changed from 0 to 11,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34604,Benefit Acquisition Ranking changed from 0 to 13,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34602,Benefit Acquisition Ranking changed from 0 to 5,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34601,Benefit Acquisition Ranking changed from 0 to 6,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34600,Benefit Acquisition Ranking changed from 0 to 7,cwils58,6/29/2022 21:49
H0710065000,Benefit Ranking,Benefit Acquisition Ranking,34599,Benefit Acquisition Ranking changed from 0 to 10,cwils58,6/29/2022 21:49
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35055,Benefit Acquisition Ranking changed from 0 to 6,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35054,Benefit Acquisition Ranking changed from 0 to 13,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35053,Benefit Acquisition Ranking changed from 0 to 2,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35052,Benefit Acquisition Ranking changed from 0 to 10,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35050,Benefit Acquisition Ranking changed from 0 to 5,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35049,Benefit Acquisition Ranking changed from 0 to 11,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35046,Benefit Acquisition Ranking changed from 0 to 3,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35044,Benefit Acquisition Ranking changed from 0 to 9,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35041,Benefit Acquisition Ranking changed from 0 to 12,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35040,Benefit Acquisition Ranking changed from 0 to 14,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35036,Benefit Acquisition Ranking changed from 0 to 15,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35035,Benefit Acquisition Ranking changed from 0 to 7,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35033,Benefit Acquisition Ranking changed from 0 to 4,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35031,Benefit Acquisition Ranking changed from 0 to 8,cwils58,6/29/2022 21:44
H1944035000,Benefit Ranking,Benefit Acquisition Ranking,35030,Benefit Acquisition Ranking changed from 0 to 1,cwils58,6/29/2022 21:44
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31472,Benefit Acquisition Ranking changed from 0 to 5,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31471,Benefit Acquisition Ranking changed from 0 to 14,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31470,Benefit Acquisition Ranking changed from 0 to 4,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31469,Benefit Acquisition Ranking changed from 0 to 3,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31468,Benefit Acquisition Ranking changed from 0 to 11,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31466,Benefit Acquisition Ranking changed from 0 to 9,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31464,Benefit Acquisition Ranking changed from 0 to 1,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31462,Benefit Acquisition Ranking changed from 0 to 10,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31460,Benefit Acquisition Ranking changed from 0 to 8,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31459,Benefit Acquisition Ranking changed from 0 to 2,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31456,Benefit Acquisition Ranking changed from 0 to 6,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31455,Benefit Acquisition Ranking changed from 0 to 13,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31454,Benefit Acquisition Ranking changed from 0 to 7,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31453,Benefit Acquisition Ranking changed from 0 to 12,lpoff,6/29/2022 21:42
H1889005000,Benefit Ranking,Benefit Acquisition Ranking,31451,Benefit Acquisition Ranking changed from 0 to 15,lpoff,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34207,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34206,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34205,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34204,Benefit Acquisition Ranking changed from 0 to 9,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34203,Benefit Acquisition Ranking changed from 0 to 11,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34202,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34201,Benefit Acquisition Ranking changed from 0 to 3,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34200,Benefit Acquisition Ranking changed from 0 to 14,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34199,Benefit Acquisition Ranking changed from 0 to 10,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34198,Benefit Acquisition Ranking changed from 0 to 13,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34197,Benefit Acquisition Ranking changed from 0 to 7,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34196,Benefit Acquisition Ranking changed from 0 to 12,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34195,Benefit Acquisition Ranking changed from 0 to 5,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34194,Benefit Acquisition Ranking changed from 0 to 6,bpouti,6/29/2022 21:42
H0710041000,Benefit Ranking,Benefit Acquisition Ranking,34193,Benefit Acquisition Ranking changed from 0 to 8,bpouti,6/29/2022 21:42
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29515,Benefit Acquisition Ranking changed from 0 to 5,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29514,Benefit Acquisition Ranking changed from 0 to 2,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29513,Benefit Acquisition Ranking changed from 0 to 9,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29511,Benefit Acquisition Ranking changed from 0 to 12,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29510,Benefit Acquisition Ranking changed from 0 to 4,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29509,Benefit Acquisition Ranking changed from 0 to 10,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29506,Benefit Acquisition Ranking changed from 0 to 3,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29504,Benefit Acquisition Ranking changed from 0 to 8,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29502,Benefit Acquisition Ranking changed from 0 to 15,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29501,Benefit Acquisition Ranking changed from 0 to 11,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29500,Benefit Acquisition Ranking changed from 0 to 13,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29496,Benefit Acquisition Ranking changed from 0 to 14,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29495,Benefit Acquisition Ranking changed from 0 to 6,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29493,Benefit Acquisition Ranking changed from 0 to 7,cwils58,6/29/2022 21:40
H0432003000,Benefit Ranking,Benefit Acquisition Ranking,29492,Benefit Acquisition Ranking changed from 0 to 1,cwils58,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29800,Benefit Acquisition Ranking changed from 0 to 5,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29799,Benefit Acquisition Ranking changed from 0 to 4,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29798,Benefit Acquisition Ranking changed from 0 to 3,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29797,Benefit Acquisition Ranking changed from 0 to 10,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29796,Benefit Acquisition Ranking changed from 0 to 15,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29795,Benefit Acquisition Ranking changed from 0 to 9,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29793,Benefit Acquisition Ranking changed from 0 to 1,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29791,Benefit Acquisition Ranking changed from 0 to 14,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29790,Benefit Acquisition Ranking changed from 0 to 8,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29789,Benefit Acquisition Ranking changed from 0 to 2,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29787,Benefit Acquisition Ranking changed from 0 to 13,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29785,Benefit Acquisition Ranking changed from 0 to 6,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29784,Benefit Acquisition Ranking changed from 0 to 11,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29783,Benefit Acquisition Ranking changed from 0 to 7,acrayto2,6/29/2022 21:40
H7778001000,Benefit Ranking,Benefit Acquisition Ranking,29782,Benefit Acquisition Ranking changed from 0 to 12,acrayto2,6/29/2022 21:40
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37097,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37096,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37095,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37094,Benefit Acquisition Ranking changed from 0 to 12,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37093,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37091,Benefit Acquisition Ranking changed from 0 to 8,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37088,Benefit Acquisition Ranking changed from 0 to 3,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37086,Benefit Acquisition Ranking changed from 0 to 14,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37084,Benefit Acquisition Ranking changed from 0 to 9,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37083,Benefit Acquisition Ranking changed from 0 to 11,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,37082,Benefit Acquisition Ranking changed from 0 to 13,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,36721,Benefit Acquisition Ranking changed from 0 to 5,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,36720,Benefit Acquisition Ranking changed from 0 to 6,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,36719,Benefit Acquisition Ranking changed from 0 to 7,bpouti,6/29/2022 21:38
H2292003000,Benefit Ranking,Benefit Acquisition Ranking,36422,Benefit Acquisition Ranking changed from 0 to 10,bpouti,6/29/2022 21:38
